marque,modele,annee,kilometrage,carburant,transmission,puissance_cv,nb_portes,couleur,nb_proprietaires,prix
Mercedes,GLA,2023,25274,Diesel,Automatique,151,5,Blanc,1,32900
Mercedes,GLA,2022,59482,Essence,Manuelle,118,5,Gris,1,27300
Peugeot,3008,2015,180971,Diesel,Automatique,128,5,Argent,3,10700
Volkswagen,T-Roc,2018,77423,Essence,Manuelle,157,5,Blanc,2,13900
Audi,Q3,2024,100,Essence,Manuelle,129,5,Bleu,1,29500
Toyota,Yaris,2020,92311,Essence,Automatique,70,5,Gris,2,9700
Volkswagen,T-Roc,2023,15057,Essence,Manuelle,75,5,Vert,2,18700
Volkswagen,Passat,2019,76505,Hybride,Manuelle,192,5,Rouge,2,22900
Mercedes,Classe A,2019,86787,Essence,Automatique,149,5,Gris,2,20700
Mercedes,Classe A,2021,49841,Diesel,Automatique,143,5,Blanc,1,29900
Volkswagen,Passat,2016,156035,Essence,Manuelle,121,5,Vert,1,13400
BMW,X1,2024,100,Diesel,Manuelle,135,5,Argent,2,36400
Mercedes,Classe A,2023,21121,Diesel,Automatique,175,3,Argent,1,28200
Peugeot,3008,2016,126473,Diesel,Automatique,119,5,Bleu,1,14200
Citroen,C3 Aircross,2022,30601,Diesel,Automatique,146,3,Blanc,2,15500
Volkswagen,T-Roc,2015,136746,Essence,Manuelle,110,5,Noir,1,9200
Volkswagen,Golf,2018,97090,Hybride,Manuelle,111,5,Blanc,3,14400
Peugeot,5008,2019,68416,Essence,Automatique,129,5,Noir,2,19600
Renault,Clio,2016,156448,Essence,Automatique,87,5,Rouge,1,6300
Peugeot,308,2022,33296,Hybride,Manuelle,87,5,Bleu,1,19900
Citroen,C4,2017,89477,Diesel,Automatique,155,5,Bleu,4,11500
BMW,Serie 3,2024,517,Hybride,Automatique,104,5,Vert,2,47800
Mercedes,Classe C,2019,66601,Essence,Manuelle,248,5,Rouge,3,24200
Toyota,Yaris,2022,35060,Essence,Manuelle,70,5,Gris,3,11300
Audi,A4,2024,2967,Hybride,Manuelle,148,5,Gris,1,40500
Volkswagen,Golf,2022,13071,Essence,Automatique,201,3,Noir,3,24400
Peugeot,208,2015,150773,Essence,Automatique,72,5,Argent,1,6500
Toyota,Corolla,2018,115757,Diesel,Automatique,120,5,Vert,2,15700
Toyota,C-HR,2020,67958,Essence,Automatique,120,3,Argent,3,16300
Volkswagen,Tiguan,2024,100,Hybride,Manuelle,122,5,Rouge,1,34000
Citroen,C5 Aircross,2016,139934,Electrique,Manuelle,119,5,Argent,3,12000
BMW,X1,2021,45512,Diesel,Automatique,225,5,Blanc,2,29900
Volkswagen,Golf,2020,63866,Hybride,Manuelle,129,3,Argent,1,16300
Peugeot,5008,2019,92696,Essence,Manuelle,70,5,Vert,1,16200
BMW,Serie 3,2022,37377,Diesel,Manuelle,208,5,Gris,1,34000
Renault,Clio,2022,28929,Essence,Manuelle,110,3,Blanc,1,12300
Peugeot,5008,2022,21942,Essence,Automatique,110,5,Argent,1,26500
Toyota,Corolla,2018,107569,Essence,Automatique,70,5,Argent,2,12300
Toyota,Corolla,2018,111647,Essence,Manuelle,114,5,Noir,3,11500
Audi,A3,2023,7977,Essence,Automatique,199,5,Bleu,2,35100
BMW,X1,2017,34707,Diesel,Automatique,147,5,Vert,1,19300
Audi,Q5,2020,76472,Essence,Manuelle,236,5,Argent,2,32400
Renault,Scenic,2015,123968,Essence,Manuelle,105,5,Bleu,2,9100
Toyota,C-HR,2015,140865,Essence,Manuelle,83,5,Gris,2,9900
Mercedes,Classe C,2021,40970,Essence,Automatique,128,5,Argent,4,30000
Citroen,C3,2021,19585,Electrique,Manuelle,160,5,Gris,1,14100
Peugeot,208,2020,61529,Diesel,Manuelle,89,5,Argent,1,10600
Citroen,C3 Aircross,2022,16518,Essence,Manuelle,94,5,Bleu,1,15500
Mercedes,Classe A,2019,116477,Hybride,Automatique,197,3,Gris,1,20500
Peugeot,308,2018,42557,Essence,Manuelle,123,5,Rouge,1,12100
Mercedes,Classe C,2016,124258,Diesel,Automatique,218,5,Vert,1,23700
Volkswagen,T-Roc,2016,43952,Essence,Manuelle,161,5,Vert,2,11700
BMW,Serie 3,2021,71369,Essence,Manuelle,112,5,Vert,1,27300
Volkswagen,Golf,2016,132324,Essence,Manuelle,180,5,Noir,1,11700
Mercedes,Classe C,2021,39400,Essence,Manuelle,244,5,Argent,2,32300
Volkswagen,T-Roc,2021,55925,Diesel,Automatique,156,5,Vert,1,20400
Mercedes,GLC,2024,1738,Diesel,Manuelle,203,3,Blanc,1,51700
Toyota,C-HR,2020,65263,Diesel,Automatique,184,5,Gris,1,20300
Toyota,C-HR,2019,73623,Hybride,Manuelle,135,5,Noir,1,16400
Mercedes,GLC,2019,52711,Essence,Automatique,229,5,Bleu,2,35000
Renault,Kadjar,2018,123266,Essence,Automatique,137,5,Blanc,2,14200
BMW,Serie 3,2019,89934,Diesel,Automatique,181,5,Gris,1,27300
Toyota,Corolla,2015,99625,Hybride,Manuelle,123,5,Argent,2,10900
BMW,Serie 3,2021,35434,Diesel,Manuelle,209,5,Blanc,1,35800
Renault,Captur,2016,132409,Diesel,Automatique,155,5,Argent,2,9100
BMW,X1,2016,151286,Essence,Manuelle,176,5,Rouge,1,14500
Citroen,C3 Aircross,2021,17100,Diesel,Automatique,103,3,Blanc,2,16100
Toyota,Corolla,2017,90535,Essence,Manuelle,160,5,Blanc,2,10000
Peugeot,3008,2023,4393,Hybride,Automatique,70,3,Vert,1,27800
Renault,Megane,2021,56001,Essence,Automatique,139,5,Rouge,2,15000
Volkswagen,Tiguan,2022,33839,Essence,Automatique,134,5,Rouge,2,26800
Citroen,C5 Aircross,2017,128114,Essence,Automatique,138,5,Noir,3,13700
Citroen,C4,2018,128517,Essence,Manuelle,145,5,Vert,2,9900
BMW,Serie 1,2015,151373,Essence,Automatique,183,5,Blanc,1,15100
Audi,Q5,2019,125994,Electrique,Automatique,217,5,Bleu,2,34200
Peugeot,3008,2016,161518,Essence,Automatique,130,5,Blanc,3,12200
Audi,Q3,2023,24509,Electrique,Manuelle,208,3,Argent,4,29500
Toyota,Corolla,2024,544,Essence,Manuelle,153,5,Noir,2,21300
Peugeot,5008,2018,98557,Diesel,Automatique,74,5,Bleu,3,16700
Mercedes,Classe A,2016,123810,Essence,Manuelle,134,5,Blanc,2,12800
Audi,A3,2017,111723,Hybride,Automatique,176,5,Blanc,2,18500
Toyota,Yaris,2023,18427,Diesel,Automatique,107,5,Bleu,3,15600
Mercedes,GLA,2023,12481,Hybride,Manuelle,164,5,Gris,2,43300
Citroen,C3,2022,34839,Essence,Automatique,94,5,Bleu,1,13400
Audi,Q5,2024,100,Hybride,Automatique,156,5,Rouge,2,61200
Audi,A1,2019,47656,Diesel,Manuelle,197,3,Argent,1,16100
Peugeot,308,2015,143156,Essence,Automatique,78,5,Noir,1,8200
Audi,A3,2023,3430,Electrique,Automatique,136,5,Blanc,1,39500
Renault,Kadjar,2023,22328,Diesel,Automatique,149,5,Noir,2,20000
Toyota,C-HR,2024,100,Essence,Automatique,112,5,Rouge,1,30400
Renault,Megane,2020,61031,Essence,Automatique,136,5,Blanc,1,15900
BMW,X1,2019,84855,Hybride,Manuelle,201,5,Argent,2,23700
Volkswagen,Tiguan,2018,47744,Essence,Automatique,129,5,Vert,1,20000
Toyota,C-HR,2019,68761,Diesel,Automatique,184,5,Vert,2,17000
Toyota,C-HR,2020,76568,Hybride,Automatique,130,5,Gris,1,22300
Volkswagen,Tiguan,2015,117898,Hybride,Manuelle,76,3,Blanc,2,14300
Mercedes,Classe C,2023,20227,Hybride,Automatique,177,5,Vert,2,47600
Citroen,C3,2019,68688,Diesel,Manuelle,150,5,Gris,1,10000
Toyota,Yaris,2015,192530,Hybride,Automatique,94,5,Argent,2,6500
Toyota,RAV4,2020,56677,Essence,Automatique,104,5,Gris,3,20800
BMW,X1,2016,119642,Essence,Automatique,130,5,Blanc,1,14800
Toyota,C-HR,2019,123729,Hybride,Manuelle,173,5,Vert,1,16700
Renault,Captur,2020,28386,Hybride,Manuelle,70,5,Blanc,3,13800
Toyota,RAV4,2016,165742,Electrique,Automatique,157,5,Blanc,1,19100
Peugeot,308,2018,92381,Essence,Manuelle,139,5,Bleu,3,11800
Volkswagen,Golf,2019,26158,Essence,Automatique,159,5,Blanc,1,20000
Citroen,C3,2022,37175,Diesel,Automatique,114,5,Bleu,3,11600
Mercedes,Classe C,2023,18736,Electrique,Automatique,202,3,Noir,2,49300
Mercedes,Classe C,2017,97962,Electrique,Manuelle,218,5,Argent,4,24900
Renault,Megane,2019,93635,Essence,Manuelle,145,5,Gris,1,12600
Mercedes,Classe A,2017,175132,Essence,Automatique,232,5,Noir,1,16000
Peugeot,2008,2022,30404,Hybride,Automatique,95,5,Noir,2,20600
BMW,X3,2021,51727,Hybride,Automatique,241,5,Bleu,3,46100
Renault,Scenic,2021,29672,Essence,Manuelle,85,5,Bleu,2,18800
Toyota,Corolla,2017,85796,Hybride,Manuelle,115,5,Blanc,1,11300
Audi,A3,2022,22313,Diesel,Manuelle,149,5,Blanc,3,24000
Citroen,C3 Aircross,2024,3201,Electrique,Manuelle,122,5,Rouge,1,21900
Citroen,C3,2021,47356,Essence,Manuelle,105,5,Argent,3,8100
Toyota,RAV4,2018,61503,Electrique,Manuelle,100,3,Gris,2,21600
Toyota,Yaris,2021,46168,Hybride,Automatique,112,5,Blanc,2,16900
Citroen,C5 Aircross,2018,90435,Hybride,Automatique,127,5,Bleu,4,18800
Toyota,Corolla,2024,1332,Essence,Manuelle,124,5,Vert,2,23200
Toyota,Corolla,2017,35768,Diesel,Manuelle,87,5,Gris,3,11500
Renault,Scenic,2020,69988,Essence,Manuelle,74,5,Vert,3,16900
Volkswagen,Tiguan,2017,98306,Hybride,Manuelle,177,5,Blanc,2,17500
Toyota,Yaris,2019,44663,Diesel,Manuelle,119,5,Noir,2,12200
Peugeot,3008,2022,24354,Essence,Automatique,107,5,Vert,3,24600
BMW,X1,2023,13454,Diesel,Manuelle,177,5,Vert,4,32300
Volkswagen,Passat,2016,175914,Hybride,Manuelle,100,3,Bleu,3,13600
BMW,Serie 3,2017,56696,Hybride,Manuelle,172,5,Bleu,2,21700
Citroen,C4,2022,31193,Essence,Manuelle,161,3,Noir,2,17100
BMW,Serie 3,2019,96956,Hybride,Automatique,195,5,Bleu,2,29500
Volkswagen,Polo,2015,213986,Diesel,Manuelle,157,5,Gris,1,7600
Peugeot,3008,2020,55341,Electrique,Automatique,70,5,Bleu,3,22100
Mercedes,GLC,2024,100,Diesel,Automatique,217,5,Gris,1,63000
Volkswagen,Tiguan,2017,100502,Diesel,Automatique,190,5,Noir,2,18500
Peugeot,208,2017,136180,Essence,Manuelle,81,5,Blanc,1,8500
Toyota,RAV4,2016,79385,Essence,Manuelle,104,3,Bleu,1,13700
Volkswagen,T-Roc,2023,15911,Electrique,Automatique,111,3,Gris,1,31700
Renault,Kadjar,2018,115491,Essence,Automatique,108,5,Gris,1,15400
Mercedes,Classe A,2015,78149,Diesel,Manuelle,128,5,Noir,2,12900
Toyota,C-HR,2020,86842,Diesel,Automatique,97,3,Vert,4,13600
Volkswagen,Polo,2020,56347,Hybride,Automatique,134,5,Rouge,1,15800
Audi,Q5,2022,25738,Electrique,Manuelle,216,5,Gris,1,54700
Peugeot,5008,2023,20234,Diesel,Automatique,96,5,Noir,1,23700
Volkswagen,Tiguan,2022,42975,Hybride,Manuelle,119,5,Rouge,1,28500
Renault,Captur,2020,56144,Essence,Automatique,133,5,Blanc,1,12300
Mercedes,GLA,2021,33652,Diesel,Automatique,248,5,Gris,1,34600
Toyota,Corolla,2023,21247,Diesel,Manuelle,104,5,Gris,2,18000
Citroen,C3,2023,11796,Essence,Manuelle,75,5,Blanc,2,11100
Peugeot,3008,2023,16568,Essence,Automatique,100,5,Argent,4,24600
Peugeot,308,2019,59334,Diesel,Manuelle,112,5,Bleu,1,14600
Audi,A1,2018,115240,Essence,Automatique,190,5,Rouge,3,16200
Volkswagen,T-Roc,2018,67164,Hybride,Manuelle,163,5,Rouge,2,14300
Audi,Q3,2017,50075,Essence,Manuelle,246,5,Gris,1,16600
Audi,A1,2016,149467,Essence,Manuelle,112,5,Argent,1,10400
Volkswagen,Passat,2021,34726,Diesel,Manuelle,101,5,Bleu,4,23000
Citroen,C3,2019,51874,Essence,Manuelle,146,5,Bleu,3,9200
Mercedes,Classe A,2020,82944,Diesel,Manuelle,235,3,Rouge,1,23000
Toyota,Yaris,2022,31194,Electrique,Automatique,85,5,Rouge,4,15200
BMW,X3,2016,118452,Essence,Automatique,210,5,Blanc,2,23500
BMW,Serie 3,2023,14019,Diesel,Automatique,252,5,Bleu,2,41300
BMW,Serie 1,2015,107890,Electrique,Manuelle,170,5,Gris,2,14700
Renault,Megane,2020,51025,Electrique,Manuelle,120,5,Argent,1,18100
Mercedes,Classe C,2015,243732,Essence,Automatique,70,5,Vert,1,12400
Citroen,C3,2024,6336,Essence,Automatique,116,5,Bleu,3,14000
Audi,A4,2021,50371,Hybride,Automatique,119,5,Gris,1,27900
Toyota,Corolla,2020,54929,Diesel,Automatique,137,5,Blanc,1,19500
Toyota,RAV4,2020,24708,Essence,Manuelle,108,5,Vert,1,20000
Mercedes,GLA,2017,82445,Essence,Automatique,144,5,Noir,1,18400
Volkswagen,Polo,2019,69049,Essence,Automatique,194,5,Rouge,2,13300
Audi,Q5,2019,96821,Essence,Manuelle,259,5,Vert,2,32800
Volkswagen,T-Roc,2015,124565,Electrique,Automatique,131,5,Argent,1,13300
Citroen,C3,2017,114206,Diesel,Manuelle,151,5,Noir,1,7600
Citroen,C4,2021,51739,Essence,Automatique,86,5,Gris,3,15700
Toyota,Yaris,2017,102107,Diesel,Manuelle,177,5,Gris,3,9200
BMW,Serie 1,2023,15590,Hybride,Manuelle,206,5,Vert,3,31300
Toyota,Yaris,2017,78593,Essence,Manuelle,89,5,Vert,3,7500
Citroen,C3 Aircross,2017,116793,Diesel,Manuelle,97,5,Noir,2,9900
Peugeot,3008,2019,26334,Hybride,Manuelle,105,5,Blanc,2,18500
Toyota,C-HR,2019,37671,Hybride,Manuelle,131,5,Noir,1,19300
Toyota,Yaris,2017,78532,Essence,Automatique,81,5,Bleu,3,9100
Citroen,C4,2020,58230,Diesel,Manuelle,125,3,Blanc,4,12800
BMW,X3,2018,70730,Essence,Manuelle,268,3,Rouge,2,30100
BMW,X1,2015,105695,Hybride,Automatique,234,3,Noir,2,18200
Citroen,C3,2023,20851,Hybride,Manuelle,99,5,Blanc,2,12200
BMW,Serie 3,2018,143942,Hybride,Automatique,180,5,Argent,1,25000
BMW,X3,2021,55205,Electrique,Manuelle,179,3,Gris,1,41400
Toyota,RAV4,2023,7678,Hybride,Automatique,154,5,Vert,1,41100
Renault,Kadjar,2017,76602,Diesel,Manuelle,96,5,Argent,3,10800
Toyota,C-HR,2023,19943,Essence,Manuelle,136,5,Bleu,1,22700
Citroen,C4,2019,53320,Electrique,Manuelle,107,5,Blanc,2,14500
Audi,A3,2018,78142,Essence,Automatique,267,5,Noir,3,17400
BMW,Serie 3,2019,77174,Essence,Manuelle,171,5,Blanc,1,17600
Mercedes,GLC,2016,82298,Diesel,Manuelle,221,5,Blanc,1,25200
Renault,Kadjar,2024,100,Diesel,Manuelle,136,5,Gris,1,28800
Toyota,C-HR,2022,25785,Electrique,Automatique,124,5,Gris,2,30000
Mercedes,Classe C,2021,52354,Essence,Manuelle,101,5,Vert,2,25800
Peugeot,2008,2018,83593,Essence,Manuelle,151,5,Noir,4,12000
Audi,Q5,2020,37868,Diesel,Manuelle,163,5,Vert,3,33000
BMW,Serie 3,2019,47679,Diesel,Manuelle,237,5,Vert,1,30900
Audi,A4,2018,97090,Essence,Manuelle,241,5,Noir,4,22400
Mercedes,GLC,2021,42750,Hybride,Manuelle,142,5,Gris,1,37400
Renault,Megane,2016,111462,Hybride,Automatique,134,5,Vert,1,12600
Peugeot,308,2022,13263,Essence,Automatique,110,5,Blanc,1,19600
Peugeot,2008,2018,49360,Diesel,Automatique,132,3,Noir,3,13100
Citroen,C3 Aircross,2018,151463,Essence,Manuelle,70,5,Vert,2,7300
Toyota,C-HR,2016,186497,Essence,Manuelle,112,3,Bleu,1,11200
Citroen,C3,2016,151336,Essence,Automatique,91,5,Gris,2,6700
Audi,A3,2015,206489,Essence,Automatique,190,3,Noir,3,12100
Volkswagen,Polo,2017,102348,Essence,Manuelle,177,5,Bleu,2,8500
Volkswagen,Golf,2020,74816,Diesel,Manuelle,137,5,Vert,2,17700
Citroen,C3 Aircross,2022,35664,Essence,Automatique,110,3,Bleu,1,19200
BMW,Serie 3,2016,157984,Hybride,Automatique,163,5,Gris,1,17500
Audi,Q5,2016,64086,Diesel,Manuelle,228,5,Noir,4,23400
Volkswagen,Golf,2018,93757,Hybride,Manuelle,108,5,Gris,1,13800
Audi,A1,2020,33966,Essence,Manuelle,215,5,Blanc,3,17600
BMW,X3,2024,2644,Hybride,Automatique,275,5,Argent,2,62900
Citroen,C3 Aircross,2024,100,Diesel,Automatique,95,5,Vert,4,22200
Peugeot,5008,2020,23044,Essence,Automatique,181,5,Rouge,3,21200
Mercedes,Classe C,2021,35047,Diesel,Automatique,198,5,Noir,2,33800
Volkswagen,Passat,2023,17638,Diesel,Manuelle,135,5,Blanc,1,31700
Toyota,Corolla,2017,157544,Hybride,Automatique,142,5,Bleu,2,12000
BMW,X3,2024,1161,Diesel,Automatique,234,5,Argent,1,51300
Peugeot,5008,2020,78612,Essence,Manuelle,150,5,Rouge,1,20900
Audi,Q3,2023,22504,Hybride,Manuelle,152,5,Rouge,2,27000
Renault,Megane,2018,94079,Diesel,Automatique,129,5,Gris,3,13500
Mercedes,Classe A,2023,11361,Diesel,Manuelle,203,5,Vert,1,33700
Mercedes,Classe A,2020,24013,Essence,Automatique,239,5,Gris,4,24800
BMW,Serie 3,2022,35588,Essence,Manuelle,191,5,Rouge,2,30700
Toyota,C-HR,2015,174131,Diesel,Automatique,177,5,Blanc,2,11700
Citroen,C3,2022,37790,Essence,Automatique,121,5,Rouge,1,11900
Volkswagen,Passat,2015,187713,Hybride,Automatique,129,3,Vert,1,15700
Mercedes,Classe A,2023,13677,Essence,Automatique,175,5,Bleu,2,30800
Citroen,C3 Aircross,2022,45701,Diesel,Manuelle,127,3,Vert,1,17100
Peugeot,208,2020,59365,Diesel,Manuelle,115,3,Noir,3,11100
Renault,Kadjar,2023,4326,Hybride,Manuelle,160,5,Argent,1,30000
Audi,A4,2024,1849,Essence,Manuelle,179,5,Gris,3,37600
Toyota,RAV4,2024,1398,Essence,Manuelle,114,5,Vert,2,29600
Citroen,C5 Aircross,2024,100,Essence,Manuelle,127,5,Noir,1,26200
BMW,X3,2022,34752,Hybride,Manuelle,236,5,Gris,1,46600
Toyota,C-HR,2021,38930,Essence,Automatique,133,5,Blanc,2,21800
Toyota,Yaris,2017,45061,Essence,Automatique,98,5,Rouge,3,7800
Peugeot,208,2024,2592,Essence,Automatique,111,5,Vert,2,15500
Peugeot,208,2022,17074,Essence,Manuelle,120,5,Gris,2,12800
Peugeot,3008,2020,63821,Electrique,Automatique,70,5,Vert,1,24100
Renault,Kadjar,2019,94038,Diesel,Manuelle,150,5,Rouge,2,14700
Citroen,C3,2019,111509,Essence,Manuelle,70,5,Gris,2,8400
Peugeot,3008,2022,24567,Essence,Manuelle,98,5,Gris,1,19700
Toyota,RAV4,2022,32221,Diesel,Manuelle,85,5,Noir,3,26000
Audi,Q5,2023,10630,Diesel,Automatique,212,5,Argent,3,43300
BMW,X1,2024,100,Essence,Automatique,201,5,Vert,3,37100
Volkswagen,Passat,2016,108125,Essence,Manuelle,143,5,Noir,1,15100
Citroen,C3 Aircross,2021,44013,Hybride,Automatique,133,5,Bleu,1,17700
Citroen,C5 Aircross,2017,150381,Essence,Automatique,137,5,Blanc,2,11700
Audi,A4,2017,81739,Essence,Automatique,234,5,Blanc,4,21600
Citroen,C3 Aircross,2019,36918,Essence,Automatique,98,5,Rouge,3,12700
Mercedes,GLA,2015,128666,Hybride,Manuelle,150,5,Noir,1,18900
Volkswagen,T-Roc,2017,78036,Hybride,Manuelle,184,5,Argent,2,13400
Audi,A1,2020,68610,Essence,Manuelle,174,5,Argent,3,16300
Renault,Clio,2021,48387,Electrique,Manuelle,141,5,Bleu,1,14500
Volkswagen,Polo,2020,61536,Essence,Automatique,118,5,Argent,1,12800
Volkswagen,Passat,2018,28518,Diesel,Manuelle,72,3,Noir,2,18800
Toyota,RAV4,2018,38210,Diesel,Manuelle,137,3,Argent,2,16700
Mercedes,GLA,2015,109191,Diesel,Manuelle,156,5,Blanc,1,12000
Toyota,Yaris,2019,58122,Diesel,Automatique,70,5,Argent,1,10500
Peugeot,308,2019,48246,Essence,Manuelle,109,5,Noir,1,13400
Audi,A3,2021,40513,Hybride,Manuelle,264,5,Gris,1,31800
Audi,A4,2015,141911,Diesel,Automatique,254,5,Bleu,2,17800
Audi,A3,2017,154236,Essence,Automatique,152,3,Blanc,2,13200
Citroen,C4,2023,7329,Hybride,Manuelle,116,5,Rouge,2,21600
Citroen,C3 Aircross,2017,92076,Essence,Automatique,109,5,Rouge,2,9600
Volkswagen,T-Roc,2016,139011,Diesel,Automatique,151,5,Rouge,1,10600
Audi,A4,2021,27477,Hybride,Automatique,253,5,Vert,1,41700
Peugeot,208,2017,147253,Diesel,Manuelle,97,5,Vert,4,6300
Peugeot,308,2018,49144,Electrique,Automatique,132,3,Gris,2,17900
Audi,A3,2021,39560,Diesel,Manuelle,168,5,Noir,3,22300
Audi,A1,2017,101474,Electrique,Manuelle,153,5,Noir,3,15800
Toyota,C-HR,2018,106338,Hybride,Manuelle,110,5,Gris,1,13800
Citroen,C3 Aircross,2016,153740,Electrique,Manuelle,78,5,Argent,2,9200
Citroen,C3,2017,91798,Essence,Manuelle,70,5,Bleu,1,6900
Renault,Clio,2024,100,Hybride,Manuelle,99,5,Bleu,2,16300
Renault,Megane,2016,73771,Essence,Manuelle,78,5,Noir,2,9300
Citroen,C3 Aircross,2015,144287,Hybride,Automatique,147,5,Vert,2,9600
Peugeot,3008,2019,77661,Essence,Manuelle,103,5,Gris,2,16800
Mercedes,Classe A,2015,120491,Diesel,Automatique,239,5,Rouge,3,14600
Volkswagen,Tiguan,2020,91493,Essence,Manuelle,136,5,Argent,4,16900
Peugeot,3008,2021,47841,Hybride,Automatique,120,5,Noir,2,23800
Audi,A4,2021,52087,Hybride,Manuelle,186,5,Blanc,2,32700
Citroen,C5 Aircross,2020,53269,Hybride,Manuelle,87,3,Noir,2,20900
BMW,X1,2020,79616,Essence,Manuelle,158,5,Blanc,1,22500
Mercedes,Classe A,2021,55561,Diesel,Automatique,145,5,Noir,1,30000
Volkswagen,Golf,2022,39758,Diesel,Manuelle,207,5,Argent,2,22100
Toyota,C-HR,2024,100,Hybride,Manuelle,112,5,Vert,1,32400
Mercedes,GLC,2016,106699,Hybride,Automatique,148,5,Vert,2,28200
Peugeot,208,2017,63144,Diesel,Manuelle,92,5,Rouge,1,10000
BMW,X3,2018,40439,Diesel,Manuelle,248,5,Bleu,1,28500
Toyota,C-HR,2018,104580,Essence,Manuelle,73,3,Noir,1,13500
BMW,Serie 1,2023,13732,Essence,Automatique,230,5,Argent,2,29800
Citroen,C5 Aircross,2016,161037,Essence,Manuelle,129,5,Gris,4,8600
BMW,Serie 1,2016,140363,Hybride,Manuelle,119,5,Gris,2,15500
Peugeot,208,2024,100,Hybride,Manuelle,80,5,Bleu,2,16800
Volkswagen,Tiguan,2016,105351,Diesel,Manuelle,159,5,Bleu,2,15400
BMW,Serie 1,2022,40028,Hybride,Manuelle,294,5,Vert,3,33100
Citroen,C3,2015,154790,Diesel,Automatique,101,5,Noir,3,5800
Mercedes,GLA,2016,176611,Electrique,Manuelle,196,5,Bleu,2,20100
Volkswagen,Polo,2020,52697,Essence,Manuelle,146,5,Noir,1,12900
Citroen,C5 Aircross,2020,73680,Essence,Manuelle,125,5,Rouge,1,16300
Audi,Q5,2017,98068,Essence,Automatique,198,5,Argent,3,25000
Toyota,Yaris,2016,126047,Electrique,Manuelle,116,5,Noir,1,8400
Mercedes,GLC,2021,53899,Electrique,Automatique,132,5,Gris,1,43100
BMW,Serie 1,2019,105556,Hybride,Automatique,149,3,Bleu,3,19100
Volkswagen,Passat,2021,24501,Essence,Automatique,135,5,Argent,1,30600
Audi,Q5,2023,20237,Electrique,Manuelle,186,5,Vert,1,48400
Volkswagen,T-Roc,2017,132547,Hybride,Manuelle,187,5,Argent,2,12400
Volkswagen,T-Roc,2018,110330,Diesel,Manuelle,182,5,Gris,1,15500
Toyota,Yaris,2017,105422,Electrique,Automatique,96,3,Vert,2,8800
Renault,Clio,2016,65351,Essence,Automatique,117,5,Bleu,4,6600
Citroen,C3,2016,103467,Hybride,Automatique,82,3,Vert,1,6900
Renault,Kadjar,2024,100,Diesel,Automatique,96,5,Noir,3,27000
Citroen,C5 Aircross,2018,101693,Hybride,Manuelle,158,5,Argent,3,16900
BMW,X3,2018,92242,Hybride,Manuelle,193,3,Blanc,2,26100
Citroen,C3 Aircross,2020,37848,Hybride,Manuelle,97,5,Argent,3,14500
Toyota,Corolla,2016,171420,Electrique,Manuelle,92,3,Bleu,3,10200
Toyota,Yaris,2024,100,Diesel,Manuelle,70,5,Vert,1,15100
Audi,A3,2016,143830,Essence,Manuelle,221,5,Bleu,1,14600
Peugeot,2008,2023,10967,Diesel,Manuelle,142,3,Rouge,3,15400
Toyota,RAV4,2022,48692,Essence,Automatique,123,5,Gris,2,25700
Peugeot,2008,2024,100,Diesel,Manuelle,70,3,Bleu,3,18400
Volkswagen,Tiguan,2019,92953,Essence,Automatique,172,5,Blanc,2,20600
Audi,A3,2017,156526,Hybride,Manuelle,181,5,Bleu,2,14800
Audi,A1,2016,137199,Electrique,Automatique,241,3,Vert,4,15700
Renault,Kadjar,2016,102360,Essence,Automatique,85,5,Argent,2,8800
Citroen,C5 Aircross,2019,26425,Essence,Automatique,84,5,Bleu,2,18700
Toyota,Yaris,2021,51398,Essence,Automatique,83,3,Noir,1,14100
Volkswagen,Passat,2023,10524,Diesel,Manuelle,163,5,Rouge,2,39300
Volkswagen,Golf,2020,20279,Electrique,Manuelle,110,5,Gris,3,22500
Peugeot,208,2015,131314,Hybride,Manuelle,91,5,Rouge,2,7300
Renault,Scenic,2020,68952,Essence,Automatique,116,5,Rouge,1,19700
Audi,Q5,2019,88363,Hybride,Automatique,210,5,Noir,2,29800
Mercedes,GLA,2016,108026,Essence,Automatique,216,5,Vert,3,17500
Toyota,C-HR,2023,10766,Essence,Automatique,136,3,Gris,1,24100
Toyota,Yaris,2020,55584,Hybride,Manuelle,137,5,Rouge,3,13800
Peugeot,208,2017,94306,Diesel,Manuelle,125,5,Noir,1,8100
Renault,Captur,2020,102025,Essence,Manuelle,157,5,Vert,2,10800
Renault,Megane,2015,120852,Essence,Manuelle,93,5,Gris,2,6200
Citroen,C3,2018,116192,Diesel,Manuelle,70,5,Rouge,1,7300
Mercedes,GLC,2021,25944,Electrique,Automatique,255,5,Argent,2,44600
Toyota,Corolla,2021,31240,Hybride,Manuelle,148,5,Argent,4,18700
BMW,X1,2024,1616,Essence,Automatique,212,5,Bleu,3,38500
BMW,X3,2018,96309,Essence,Manuelle,227,5,Argent,4,27500
Mercedes,Classe C,2021,26766,Hybride,Automatique,230,5,Bleu,1,41200
Mercedes,Classe A,2018,57842,Hybride,Manuelle,73,3,Rouge,3,15800
Renault,Captur,2024,3457,Essence,Manuelle,102,3,Bleu,3,18600
Audi,A3,2021,50747,Diesel,Manuelle,255,5,Argent,3,25400
Mercedes,GLC,2019,39311,Hybride,Automatique,170,5,Gris,2,39000
